Date,Season,Competition,Stage,Home Team,Away Team,Home Goals,Away Goals,Neutral,Match Result,Home Team Country,Away Team Country,Home Team Region,Away Team Region,Cross Region Match,Venue Altitude (m),Away Team Altitude (m),Altitude Difference (m),Travel Distance (km),Climate Zone
2018-05-15,2018,CAF Champions League,Group Stage,ES Setif,MC Alger,0,1,False,Away Win,Algeria,Algeria,North Africa,North Africa,No,1096,424,672,216.6,Semi-Arid
2018-05-15,2018,CAF Champions League,Group Stage,Wydad Casablanca,Togo-Port,3,0,False,Home Win,Morocco,Togo,North Africa,West Africa,Yes,56,10,46,3183.0,Mediterranean
2018-05-15,2018,CAF Champions League,Group Stage,Mbabane Swallows,Primeiro de Agosto,1,0,False,Home Win,Eswatini,Angola,Southern Africa,Southern Africa,No,1160,60,1100,2708.4,Subtropical
2018-05-16,2018,CAF Champions League,Group Stage,Etoile du Sahel,Zesco United,2,1,False,Home Win,Tunisia,Zambia,North Africa,Southern Africa,Yes,20,1280,-1260,5714.1,Mediterranean
2018-05-22,2018,CAF Champions League,Group Stage,Horoya AC,Mamelodi Sundowns,2,2,False,Draw,Guinea,South Africa,West Africa,Southern Africa,Yes,30,1340,-1310,5993.8,Tropical
2018-07-17,2018,CAF Champions League,Group Stage,Al Ahly,Township Rollers,3,0,False,Home Win,Egypt,Botswana,North Africa,Southern Africa,Yes,23,1010,-987,6110.8,Arid
2018-07-17,2018,CAF Champions League,Group Stage,Esperance de Tunis,KCCA,3,2,False,Home Win,Tunisia,Uganda,North Africa,East Africa,Yes,10,1200,-1190,4663.3,Mediterranean
2018-07-17,2018,CAF Champions League,Group Stage,TP Mazembe,MC Alger,1,0,False,Home Win,DR Congo,Algeria,Central Africa,North Africa,Yes,1250,424,826,5956.3,Tropical
2018-07-17,2018,CAF Champions League,Group Stage,ES Setif,DH El Jadida,2,1,False,Home Win,Algeria,Morocco,North Africa,North Africa,No,1096,35,1061,1312.1,Semi-Arid
2018-07-17,2018,CAF Champions League,Group Stage,Togo-Port,Mamelodi Sundowns,1,0,False,Home Win,Togo,South Africa,West Africa,Southern Africa,Yes,10,1340,-1330,4591.3,Tropical
2018-07-17,2018,CAF Champions League,Group Stage,Horoya AC,Wydad Casablanca,1,1,False,Draw,Guinea,Morocco,West Africa,North Africa,Yes,30,56,-26,2730.7,Tropical
2018-07-17,2018,CAF Champions League,Group Stage,Mbabane Swallows,Etoile du Sahel,0,3,False,Away Win,Eswatini,Tunisia,Southern Africa,North Africa,Yes,1160,20,1140,7236.0,Subtropical
2018-07-17,2018,CAF Champions League,Group Stage,Zesco United,Primeiro de Agosto,0,0,False,Draw,Zambia,Angola,Southern Africa,Southern Africa,No,1280,60,1220,1693.8,Tropical
2018-07-27,2018,CAF Champions League,Group Stage,DH El Jadida,ES Setif,1,1,False,Draw,Morocco,Algeria,North Africa,North Africa,No,35,1096,-1061,1312.1,Mediterranean
2018-07-27,2018,CAF Champions League,Group Stage,Mamelodi Sundowns,Togo-Port,2,1,False,Home Win,South Africa,Togo,Southern Africa,West Africa,Yes,1340,10,1330,4591.3,Semi-Arid
2018-07-27,2018,CAF Champions League,Group Stage,Primeiro de Agosto,Zesco United,2,1,False,Home Win,Angola,Zambia,Southern Africa,Southern Africa,No,60,1280,-1220,1693.8,Tropical
2018-07-27,2018,CAF Champions League,Group Stage,Etoile du Sahel,Mbabane Swallows,2,0,False,Home Win,Tunisia,Eswatini,North Africa,Southern Africa,Yes,20,1160,-1140,7236.0,Mediterranean
2018-07-28,2018,CAF Champions League,Group Stage,KCCA,Esperance de Tunis,0,1,False,Away Win,Uganda,Tunisia,East Africa,North Africa,Yes,1200,10,1190,4663.3,Tropical
2018-07-28,2018,CAF Champions League,Group Stage,Township Rollers,Al Ahly,0,1,False,Away Win,Botswana,Egypt,Southern Africa,North Africa,Yes,1010,23,987,6110.8,Semi-Arid
2018-07-28,2018,CAF Champions League,Group Stage,MC Alger,TP Mazembe,1,1,False,Draw,Algeria,DR Congo,North Africa,Central Africa,Yes,424,1250,-826,5956.3,Mediterranean
2018-07-28,2018,CAF Champions League,Group Stage,Wydad Casablanca,Horoya AC,2,0,False,Home Win,Morocco,Guinea,North Africa,West Africa,Yes,56,30,26,2730.7,Mediterranean
2018-08-17,2018,CAF Champions League,Group Stage,Esperance de Tunis,Al Ahly,0,1,False,Away Win,Tunisia,Egypt,North Africa,North Africa,No,10,23,-13,2088.3,Mediterranean
2018-08-17,2018,CAF Champions League,Group Stage,ES Setif,TP Mazembe,1,1,False,Draw,Algeria,DR Congo,North Africa,Central Africa,Yes,1096,1250,-154,5802.4,Semi-Arid
2018-08-17,2018,CAF Champions League,Group Stage,Horoya AC,Togo-Port,2,1,False,Home Win,Guinea,Togo,West Africa,West Africa,No,30,10,20,1674.7,Tropical
2018-08-17,2018,CAF Champions League,Group Stage,Wydad Casablanca,Mamelodi Sundowns,1,0,False,Home Win,Morocco,South Africa,North Africa,Southern Africa,Yes,56,1340,-1284,7604.6,Mediterranean
2018-08-18,2018,CAF Champions League,Group Stage,KCCA,Township Rollers,1,0,False,Home Win,Uganda,Botswana,East Africa,Southern Africa,Yes,1200,1010,190,2871.5,Tropical
2018-08-18,2018,CAF Champions League,Group Stage,DH El Jadida,MC Alger,2,0,False,Home Win,Morocco,Algeria,North Africa,North Africa,No,35,424,-389,1124.4,Mediterranean
2018-08-18,2018,CAF Champions League,Group Stage,Mbabane Swallows,Zesco United,0,3,False,Away Win,Eswatini,Zambia,Southern Africa,Southern Africa,No,1160,1280,-120,1532.2,Subtropical
2018-08-18,2018,CAF Champions League,Group Stage,Etoile du Sahel,Primeiro de Agosto,1,1,False,Draw,Tunisia,Angola,North Africa,Southern Africa,Yes,20,60,-40,4973.6,Mediterranean
2018-08-28,2018,CAF Champions League,Group Stage,Al Ahly,KCCA,4,3,False,Home Win,Egypt,Uganda,North Africa,East Africa,Yes,23,1200,-1177,3307.2,Arid
2018-08-28,2018,CAF Champions League,Group Stage,Township Rollers,Esperance de Tunis,0,0,False,Draw,Botswana,Tunisia,Southern Africa,North Africa,Yes,1010,10,1000,7030.1,Semi-Arid
2018-08-28,2018,CAF Champions League,Group Stage,TP Mazembe,DH El Jadida,1,1,False,Draw,DR Congo,Morocco,Central Africa,North Africa,Yes,1250,35,1215,6280.9,Tropical
2018-08-28,2018,CAF Champions League,Group Stage,MC Alger,ES Setif,1,2,False,Away Win,Algeria,Algeria,North Africa,North Africa,No,424,1096,-672,216.6,Mediterranean
2018-08-28,2018,CAF Champions League,Group Stage,Mamelodi Sundowns,Horoya AC,0,0,False,Draw,South Africa,Guinea,Southern Africa,West Africa,Yes,1340,30,1310,5993.8,Semi-Arid
2018-08-28,2018,CAF Champions League,Group Stage,Togo-Port,Wydad Casablanca,0,0,False,Draw,Togo,Morocco,West Africa,North Africa,Yes,10,56,-46,3183.0,Tropical
2018-08-28,2018,CAF Champions League,Group Stage,Primeiro de Agosto,Mbabane Swallows,2,1,False,Home Win,Angola,Eswatini,Southern Africa,Southern Africa,No,60,1160,-1100,2708.4,Tropical
2018-08-28,2018,CAF Champions League,Group Stage,Zesco United,Etoile du Sahel,1,1,False,Draw,Zambia,Tunisia,Southern Africa,North Africa,Yes,1280,20,1260,5714.1,Tropical
2018-09-14,2018,CAF Champions League,Quarter-final,ES Setif,Wydad Casablanca,1,0,False,Home Win,Algeria,Morocco,North Africa,North Africa,No,1096,56,1040,1220.0,Semi-Arid
2018-09-14,2018,CAF Champions League,Quarter-final,Horoya AC,Al Ahly,0,0,False,Draw,Guinea,Egypt,West Africa,North Africa,Yes,30,23,7,5164.5,Tropical
2018-09-15,2018,CAF Champions League,Quarter-final,Primeiro de Agosto,TP Mazembe,0,0,False,Draw,Angola,DR Congo,Southern Africa,Central Africa,Yes,60,1250,-1190,1589.7,Tropical
2018-09-15,2018,CAF Champions League,Quarter-final,Esperance de Tunis,Etoile du Sahel,2,1,False,Home Win,Tunisia,Tunisia,North Africa,North Africa,No,10,20,-10,116.5,Mediterranean
2018-09-21,2018,CAF Champions League,Quarter-final,Wydad Casablanca,ES Setif,0,0,False,Draw,Morocco,Algeria,North Africa,North Africa,No,56,1096,-1040,1220.0,Mediterranean
2018-09-21,2018,CAF Champions League,Quarter-final,TP Mazembe,Primeiro de Agosto,1,1,False,Draw,DR Congo,Angola,Central Africa,Southern Africa,Yes,1250,60,1190,1589.7,Tropical
2018-09-21,2018,CAF Champions League,Quarter-final,Etoile du Sahel,Esperance de Tunis,0,1,False,Away Win,Tunisia,Tunisia,North Africa,North Africa,No,20,10,10,116.5,Mediterranean
2018-09-22,2018,CAF Champions League,Quarter-final,Al Ahly,Horoya AC,4,0,False,Home Win,Egypt,Guinea,North Africa,West Africa,Yes,23,30,-7,5164.5,Arid
2018-10-02,2018,CAF Champions League,Semi-final,Primeiro de Agosto,Esperance de Tunis,1,0,False,Home Win,Angola,Tunisia,Southern Africa,North Africa,Yes,60,10,50,5085.3,Tropical
2018-10-02,2018,CAF Champions League,Semi-final,Al Ahly,ES Setif,2,0,False,Home Win,Egypt,Algeria,North Africa,North Africa,No,23,1096,-1073,2492.3,Arid
2018-10-23,2018,CAF Champions League,Semi-final,Esperance de Tunis,Primeiro de Agosto,4,2,False,Home Win,Tunisia,Angola,North Africa,Southern Africa,Yes,10,60,-50,5085.3,Mediterranean
2018-10-23,2018,CAF Champions League,Semi-final,ES Setif,Al Ahly,2,1,False,Home Win,Algeria,Egypt,North Africa,North Africa,No,1096,23,1073,2492.3,Semi-Arid
2018-11-02,2018,CAF Champions League,Final,Al Ahly,Esperance de Tunis,3,1,False,Home Win,Egypt,Tunisia,North Africa,North Africa,No,23,10,13,2088.3,Arid
2018-11-09,2018,CAF Champions League,Final,Esperance de Tunis,Al Ahly,3,0,False,Home Win,Tunisia,Egypt,North Africa,North Africa,No,10,23,-13,2088.3,Mediterranean
2019-01-11,2018/19,CAF Champions League,Group Stage,Lobi Stars,Mamelodi Sundowns,2,1,False,Home Win,Nigeria,South Africa,West Africa,Southern Africa,Yes,185,1340,-1155,4290.2,Tropical
2019-01-11,2018/19,CAF Champions League,Group Stage,Wydad Casablanca,ASEC Mimosas,5,2,False,Home Win,Morocco,Ivory Coast,North Africa,West Africa,Yes,56,20,36,3160.1,Mediterranean
2019-01-11,2018/19,CAF Champions League,Group Stage,Horoya AC,Esperance de Tunis,1,1,False,Draw,Guinea,Tunisia,West Africa,North Africa,Yes,30,10,20,3851.2,Tropical
2019-01-11,2018/19,CAF Champions League,Group Stage,Club Africain,CS Constantine,0,1,False,Away Win,Tunisia,Algeria,North Africa,North Africa,No,10,640,-630,322.2,Mediterranean
2019-01-12,2018/19,CAF Champions League,Group Stage,FC Platinum,Orlando Pirates,0,0,False,Draw,Zimbabwe,South Africa,Southern Africa,Southern Africa,No,1400,1753,-353,772.6,Tropical
2019-01-12,2018/19,CAF Champions League,Group Stage,TP Mazembe,Ismaily,2,0,False,Home Win,DR Congo,Egypt,Central Africa,North Africa,Yes,1250,5,1245,4726.7,Tropical
2019-01-12,2018/19,CAF Champions League,Group Stage,Simba SC,JS Saoura,3,0,False,Home Win,Tanzania,Algeria,East Africa,North Africa,Yes,55,770,-715,5801.5,Tropical
2019-01-12,2018/19,CAF Champions League,Group Stage,Al Ahly,AS Vita Club,2,0,False,Home Win,Egypt,DR Congo,North Africa,Central Africa,Yes,23,320,-297,4183.6,Arid
2019-01-18,2018/19,CAF Champions League,Group Stage,Esperance de Tunis,FC Platinum,2,0,False,Home Win,Tunisia,Zimbabwe,North Africa,Southern Africa,Yes,10,1400,-1390,6586.2,Mediterranean
2019-01-18,2018/19,CAF Champions League,Group Stage,Orlando Pirates,Horoya AC,3,0,False,Home Win,South Africa,Guinea,Southern Africa,West Africa,Yes,1753,30,1723,6008.7,Semi-Arid
2019-01-18,2018/19,CAF Champions League,Group Stage,Ismaily,Club Africain,1,2,False,Away Win,Egypt,Tunisia,North Africa,North Africa,No,5,10,-5,2151.1,Arid
2019-01-18,2018/19,CAF Champions League,Group Stage,JS Saoura,Al Ahly,1,1,False,Draw,Algeria,Egypt,North Africa,North Africa,No,770,23,747,2769.2,Arid
2019-01-19,2018/19,CAF Champions League,Group Stage,ASEC Mimosas,Lobi Stars,1,0,False,Home Win,Ivory Coast,Nigeria,West Africa,West Africa,No,20,185,-165,1410.2,Tropical
2019-01-19,2018/19,CAF Champions League,Group Stage,Mamelodi Sundowns,Wydad Casablanca,2,1,False,Home Win,South Africa,Morocco,Southern Africa,North Africa,Yes,1340,56,1284,7604.6,Semi-Arid
2019-01-19,2018/19,CAF Champions League,Group Stage,CS Constantine,TP Mazembe,3,0,False,Home Win,Algeria,DR Congo,North Africa,Central Africa,Yes,640,1250,-610,5770.7,Semi-Arid
2019-01-19,2018/19,CAF Champions League,Group Stage,AS Vita Club,Simba SC,5,0,False,Home Win,DR Congo,Tanzania,Central Africa,East Africa,Yes,320,55,265,2657.3,Tropical
2019-02-01,2018/19,CAF Champions League,Group Stage,Mamelodi Sundowns,ASEC Mimosas,3,1,False,Home Win,South Africa,Ivory Coast,Southern Africa,West Africa,Yes,1340,20,1320,4905.0,Semi-Arid
2019-02-02,2018/19,CAF Champions League,Group Stage,Lobi Stars,Wydad Casablanca,0,1,False,Away Win,Nigeria,Morocco,West Africa,North Africa,Yes,185,56,129,3315.1,Tropical
2019-02-02,2018/19,CAF Champions League,Group Stage,FC Platinum,Horoya AC,0,1,False,Away Win,Zimbabwe,Guinea,Southern Africa,West Africa,Yes,1400,30,1370,5749.2,Tropical
2019-02-02,2018/19,CAF Champions League,Group Stage,Orlando Pirates,Esperance de Tunis,0,0,False,Draw,South Africa,Tunisia,Southern Africa,North Africa,Yes,1753,10,1743,7251.8,Semi-Arid
2019-02-02,2018/19,CAF Champions League,Group Stage,TP Mazembe,Club Africain,8,0,False,Home Win,DR Congo,Tunisia,Central Africa,North Africa,Yes,1250,10,1240,5685.2,Tropical
2019-02-02,2018/19,CAF Champions League,Group Stage,AS Vita Club,JS Saoura,2,2,False,Draw,DR Congo,Algeria,Central Africa,North Africa,Yes,320,770,-450,4232.8,Tropical
2019-02-02,2018/19,CAF Champions League,Group Stage,Al Ahly,Simba SC,5,0,False,Home Win,Egypt,Tanzania,North Africa,East Africa,Yes,23,55,-32,4185.2,Arid
2019-02-12,2018/19,CAF Champions League,Group Stage,ASEC Mimosas,Mamelodi Sundowns,0,0,False,Draw,Ivory Coast,South Africa,West Africa,Southern Africa,Yes,20,1340,-1320,4905.0,Tropical
2019-02-12,2018/19,CAF Champions League,Group Stage,Wydad Casablanca,Lobi Stars,0,0,False,Draw,Morocco,Nigeria,North Africa,West Africa,Yes,56,185,-129,3315.1,Mediterranean
2019-02-12,2018/19,CAF Champions League,Group Stage,Esperance de Tunis,Orlando Pirates,2,0,False,Home Win,Tunisia,South Africa,North Africa,Southern Africa,Yes,10,1753,-1743,7251.8,Mediterranean
2019-02-12,2018/19,CAF Champions League,Group Stage,Horoya AC,FC Platinum,2,0,False,Home Win,Guinea,Zimbabwe,West Africa,Southern Africa,Yes,30,1400,-1370,5749.2,Tropical
2019-02-12,2018/19,CAF Champions League,Group Stage,Club Africain,TP Mazembe,0,0,False,Draw,Tunisia,DR Congo,North Africa,Central Africa,Yes,10,1250,-1240,5685.2,Mediterranean
2019-02-12,2018/19,CAF Champions League,Group Stage,Ismaily,CS Constantine,1,1,False,Draw,Egypt,Algeria,North Africa,North Africa,No,5,640,-635,2456.3,Arid
2019-02-12,2018/19,CAF Champions League,Group Stage,Simba SC,Al Ahly,1,0,False,Home Win,Tanzania,Egypt,East Africa,North Africa,Yes,55,23,32,4185.2,Tropical
2019-02-12,2018/19,CAF Champions League,Group Stage,JS Saoura,AS Vita Club,1,0,False,Home Win,Algeria,DR Congo,North Africa,Central Africa,Yes,770,320,450,4232.8,Arid
2019-03-02,2018/19,CAF Champions League,Group Stage,CS Constantine,Ismaily,3,2,False,Home Win,Algeria,Egypt,North Africa,North Africa,No,640,5,635,2456.3,Semi-Arid
2019-03-08,2018/19,CAF Champions League,Group Stage,Esperance de Tunis,Horoya AC,2,0,False,Home Win,Tunisia,Guinea,North Africa,West Africa,Yes,10,30,-20,3851.2,Mediterranean
2019-03-08,2018/19,CAF Champions League,Group Stage,Orlando Pirates,FC Platinum,2,2,False,Draw,South Africa,Zimbabwe,Southern Africa,Southern Africa,No,1753,1400,353,772.6,Semi-Arid
2019-03-08,2018/19,CAF Champions League,Group Stage,CS Constantine,Club Africain,0,1,False,Away Win,Algeria,Tunisia,North Africa,North Africa,No,640,10,630,322.2,Semi-Arid
2019-03-08,2018/19,CAF Champions League,Group Stage,Ismaily,TP Mazembe,1,1,False,Draw,Egypt,DR Congo,North Africa,Central Africa,Yes,5,1250,-1245,4726.7,Arid
2019-03-09,2018/19,CAF Champions League,Group Stage,ASEC Mimosas,Wydad Casablanca,2,0,False,Home Win,Ivory Coast,Morocco,West Africa,North Africa,Yes,20,56,-36,3160.1,Tropical
2019-03-09,2018/19,CAF Champions League,Group Stage,Mamelodi Sundowns,Lobi Stars,3,0,False,Home Win,South Africa,Nigeria,Southern Africa,West Africa,Yes,1340,185,1155,4290.2,Semi-Arid
2019-03-09,2018/19,CAF Champions League,Group Stage,AS Vita Club,Al Ahly,1,0,False,Home Win,DR Congo,Egypt,Central Africa,North Africa,Yes,320,23,297,4183.6,Tropical
2019-03-09,2018/19,CAF Champions League,Group Stage,JS Saoura,Simba SC,2,0,False,Home Win,Algeria,Tanzania,North Africa,East Africa,Yes,770,55,715,5801.5,Arid
2019-03-16,2018/19,CAF Champions League,Group Stage,Lobi Stars,ASEC Mimosas,2,0,False,Home Win,Nigeria,Ivory Coast,West Africa,West Africa,No,185,20,165,1410.2,Tropical
2019-03-16,2018/19,CAF Champions League,Group Stage,Wydad Casablanca,Mamelodi Sundowns,1,0,False,Home Win,Morocco,South Africa,North Africa,Southern Africa,Yes,56,1340,-1284,7604.6,Mediterranean
2019-03-16,2018/19,CAF Champions League,Group Stage,FC Platinum,Esperance de Tunis,1,2,False,Away Win,Zimbabwe,Tunisia,Southern Africa,North Africa,Yes,1400,10,1390,6586.2,Tropical
2019-03-16,2018/19,CAF Champions League,Group Stage,Horoya AC,Orlando Pirates,2,1,False,Home Win,Guinea,South Africa,West Africa,Southern Africa,Yes,30,1753,-1723,6008.7,Tropical
2019-03-16,2018/19,CAF Champions League,Group Stage,TP Mazembe,CS Constantine,2,0,False,Home Win,DR Congo,Algeria,Central Africa,North Africa,Yes,1250,640,610,5770.7,Tropical
2019-03-16,2018/19,CAF Champions League,Group Stage,Club Africain,Ismaily,1,0,False,Home Win,Tunisia,Egypt,North Africa,North Africa,No,10,5,5,2151.1,Mediterranean
2019-03-16,2018/19,CAF Champions League,Group Stage,Al Ahly,JS Saoura,3,0,False,Home Win,Egypt,Algeria,North Africa,North Africa,No,23,770,-747,2769.2,Arid
2019-03-16,2018/19,CAF Champions League,Group Stage,Simba SC,AS Vita Club,2,1,False,Home Win,Tanzania,DR Congo,East Africa,Central Africa,Yes,55,320,-265,2657.3,Tropical
2019-04-06,2018/19,CAF Champions League,Quarter-final,CS Constantine,Esperance de Tunis,2,3,False,Away Win,Algeria,Tunisia,North Africa,North Africa,No,640,10,630,322.2,Semi-Arid
2019-04-06,2018/19,CAF Champions League,Quarter-final,Mamelodi Sundowns,Al Ahly,5,0,False,Home Win,South Africa,Egypt,Southern Africa,North Africa,Yes,1340,23,1317,6214.2,Semi-Arid
2019-04-06,2018/19,CAF Champions League,Quarter-final,Horoya AC,Wydad Casablanca,0,0,False,Draw,Guinea,Morocco,West Africa,North Africa,Yes,30,56,-26,2730.7,Tropical
2019-04-06,2018/19,CAF Champions League,Quarter-final,Simba SC,TP Mazembe,0,0,False,Draw,Tanzania,DR Congo,East Africa,Central Africa,Yes,55,1250,-1195,1396.1,Tropical
2019-04-13,2018/19,CAF Champions League,Quarter-final,Esperance de Tunis,CS Constantine,3,1,False,Home Win,Tunisia,Algeria,North Africa,North Africa,No,10,640,-630,322.2,Mediterranean
2019-04-13,2018/19,CAF Champions League,Quarter-final,Al Ahly,Mamelodi Sundowns,1,0,False,Home Win,Egypt,South Africa,North Africa,Southern Africa,Yes,23,1340,-1317,6214.2,Arid
2019-04-13,2018/19,CAF Champions League,Quarter-final,Wydad Casablanca,Horoya AC,5,0,False,Home Win,Morocco,Guinea,North Africa,West Africa,Yes,56,30,26,2730.7,Mediterranean
2019-04-13,2018/19,CAF Champions League,Quarter-final,TP Mazembe,Simba SC,4,1,False,Home Win,DR Congo,Tanzania,Central Africa,East Africa,Yes,1250,55,1195,1396.1,Tropical
2019-04-26,2018/19,CAF Champions League,Semi-final,Wydad Casablanca,Mamelodi Sundowns,2,1,False,Home Win,Morocco,South Africa,North Africa,Southern Africa,Yes,56,1340,-1284,7604.6,Mediterranean
2019-04-27,2018/19,CAF Champions League,Semi-final,Esperance de Tunis,TP Mazembe,1,0,False,Home Win,Tunisia,DR Congo,North Africa,Central Africa,Yes,10,1250,-1240,5685.2,Mediterranean
2019-05-04,2018/19,CAF Champions League,Semi-final,Mamelodi Sundowns,Wydad Casablanca,0,0,False,Draw,South Africa,Morocco,Southern Africa,North Africa,Yes,1340,56,1284,7604.6,Semi-Arid
2019-05-04,2018/19,CAF Champions League,Semi-final,TP Mazembe,Esperance de Tunis,0,0,False,Draw,DR Congo,Tunisia,Central Africa,North Africa,Yes,1250,10,1240,5685.2,Tropical
2019-05-24,2018/19,CAF Champions League,Final,Wydad Casablanca,Esperance de Tunis,1,1,False,Draw,Morocco,Tunisia,North Africa,North Africa,No,56,10,46,1651.8,Mediterranean
2019-05-31,2018/19,CAF Champions League,Final,Esperance de Tunis,Wydad Casablanca,1,0,False,Home Win,Tunisia,Morocco,North Africa,North Africa,No,10,56,-46,1651.8,Mediterranean
2019-06-21,2019,African Cup of Nations,Group Stage,Egypt,Zimbabwe,1,0,False,Home Win,Egypt,Zimbabwe,North Africa,Southern Africa,Yes,23,1490,-1467,,Arid
2019-06-26,2019,African Cup of Nations,Group Stage,Egypt,DR Congo,2,0,False,Home Win,Egypt,DR Congo,North Africa,Central Africa,Yes,23,320,-297,,Arid
2019-06-30,2019,African Cup of Nations,Group Stage,Egypt,Uganda,2,0,False,Home Win,Egypt,Uganda,North Africa,East Africa,Yes,23,1200,-1177,,Arid
2019-07-06,2019,African Cup of Nations,Round of 16,Egypt,South Africa,0,1,False,Away Win,Egypt,South Africa,North Africa,Southern Africa,Yes,23,1753,-1730,,Arid
2019-11-29,2019/20,CAF Champions League,Group Stage,Al Hilal,FC Platinum,2,1,False,Home Win,Sudan,Zimbabwe,East Africa,Southern Africa,Yes,380,1400,-1020,3897.9,Arid
2019-11-29,2019/20,CAF Champions League,Group Stage,Etoile du Sahel,Al Ahly,1,0,False,Home Win,Tunisia,Egypt,North Africa,North Africa,No,20,23,-3,2022.9,Mediterranean
2019-11-29,2019/20,CAF Champions League,Group Stage,JS Kabylie,AS Vita Club,1,0,False,Home Win,Algeria,DR Congo,North Africa,Central Africa,Yes,250,320,-70,4695.7,Mediterranean
2019-11-30,2019/20,CAF Champions League,Group Stage,TP Mazembe,Zamalek,3,0,False,Home Win,DR Congo,Egypt,Central Africa,North Africa,Yes,1250,23,1227,4657.0,Tropical
2019-11-30,2019/20,CAF Champions League,Group Stage,Primeiro de Agosto,Zesco United,1,1,False,Draw,Angola,Zambia,Southern Africa,Southern Africa,No,60,1280,-1220,1693.8,Tropical
2019-11-30,2019/20,CAF Champions League,Group Stage,USM Alger,Wydad Casablanca,1,1,False,Draw,Algeria,Morocco,North Africa,North Africa,No,424,56,368,1031.7,Mediterranean
2019-11-30,2019/20,CAF Champions League,Group Stage,Mamelodi Sundowns,Petro de Luanda,3,0,False,Home Win,South Africa,Angola,Southern Africa,Southern Africa,No,1340,60,1280,2458.7,Semi-Arid
2019-11-30,2019/20,CAF Champions League,Group Stage,Raja Casablanca,Esperance de Tunis,0,2,False,Away Win,Morocco,Tunisia,North Africa,North Africa,No,56,10,46,1651.8,Mediterranean
2019-12-06,2019/20,CAF Champions League,Group Stage,Al Ahly,Al Hilal,2,1,False,Home Win,Egypt,Sudan,North Africa,East Africa,Yes,23,380,-357,1624.7,Arid
2019-12-06,2019/20,CAF Champions League,Group Stage,AS Vita Club,Raja Casablanca,0,1,False,Away Win,DR Congo,Morocco,Central Africa,North Africa,Yes,320,56,264,4854.4,Tropical
2019-12-06,2019/20,CAF Champions League,Group Stage,Esperance de Tunis,JS Kabylie,1,0,False,Home Win,Tunisia,Algeria,North Africa,North Africa,No,10,250,-240,494.8,Mediterranean
2019-12-07,2019/20,CAF Champions League,Group Stage,Zesco United,TP Mazembe,1,2,False,Away Win,Zambia,DR Congo,Southern Africa,Central Africa,Yes,1280,1250,30,149.9,Tropical
2019-12-07,2019/20,CAF Champions League,Group Stage,Zamalek,Primeiro de Agosto,2,0,False,Home Win,Egypt,Angola,North Africa,Southern Africa,Yes,23,60,-37,4734.8,Arid
2019-12-07,2019/20,CAF Champions League,Group Stage,FC Platinum,Etoile du Sahel,0,3,False,Away Win,Zimbabwe,Tunisia,Southern Africa,North Africa,Yes,1400,20,1380,6469.7,Tropical
2019-12-07,2019/20,CAF Champions League,Group Stage,Petro de Luanda,USM Alger,1,1,False,Draw,Angola,Algeria,Southern Africa,North Africa,Yes,60,424,-364,5177.2,Tropical
2019-12-07,2019/20,CAF Champions League,Group Stage,Wydad Casablanca,Mamelodi Sundowns,0,0,False,Draw,Morocco,South Africa,North Africa,Southern Africa,Yes,56,1340,-1284,7604.6,Mediterranean
2019-12-27,2019/20,CAF Champions League,Group Stage,Primeiro de Agosto,TP Mazembe,1,1,False,Draw,Angola,DR Congo,Southern Africa,Central Africa,Yes,60,1250,-1190,1589.7,Tropical
2019-12-27,2019/20,CAF Champions League,Group Stage,Esperance de Tunis,AS Vita Club,0,0,False,Draw,Tunisia,DR Congo,North Africa,Central Africa,Yes,10,320,-310,4605.4,Mediterranean
2019-12-27,2019/20,CAF Champions League,Group Stage,Raja Casablanca,JS Kabylie,2,0,False,Home Win,Morocco,Algeria,North Africa,North Africa,No,56,250,-194,1163.2,Mediterranean
2019-12-28,2019/20,CAF Champions League,Group Stage,Zesco United,Zamalek,1,1,False,Draw,Zambia,Egypt,Southern Africa,North Africa,Yes,1280,23,1257,4777.5,Tropical
2019-12-28,2019/20,CAF Champions League,Group Stage,Etoile du Sahel,Al Hilal,0,1,False,Away Win,Tunisia,Sudan,North Africa,East Africa,Yes,20,380,-360,3136.6,Mediterranean
2019-12-28,2019/20,CAF Champions League,Group Stage,Al Ahly,FC Platinum,2,0,False,Home Win,Egypt,Zimbabwe,North Africa,Southern Africa,Yes,23,1400,-1377,5507.7,Arid
2019-12-28,2019/20,CAF Champions League,Group Stage,USM Alger,Mamelodi Sundowns,0,1,False,Away Win,Algeria,South Africa,North Africa,Southern Africa,Yes,424,1340,-916,7430.3,Mediterranean
2019-12-28,2019/20,CAF Champions League,Group Stage,Wydad Casablanca,Petro de Luanda,4,1,False,Home Win,Morocco,Angola,North Africa,Southern Africa,Yes,56,60,-4,5203.8,Mediterranean
2020-01-10,2019/20,CAF Champions League,Group Stage,Zamalek,Zesco United,2,0,False,Home Win,Egypt,Zambia,North Africa,Southern Africa,Yes,23,1280,-1257,4777.5,Arid
2020-01-10,2019/20,CAF Champions League,Group Stage,JS Kabylie,Raja Casablanca,0,0,False,Draw,Algeria,Morocco,North Africa,North Africa,No,250,56,194,1163.2,Mediterranean
2020-01-11,2019/20,CAF Champions League,Group Stage,TP Mazembe,Primeiro de Agosto,2,1,False,Home Win,DR Congo,Angola,Central Africa,Southern Africa,Yes,1250,60,1190,1589.7,Tropical
